,expert1,expert2,expert3,consensus,model_p0,model_p1,model_p2,model_pred_int
46,0,1,1,1,0.0001462889039203219,0.20587341624195687,0.7939802685723407,2.0
47,2,2,2,2,0.005941412273386959,0.0001061161638062913,0.9939524531146162,2.0
48,2,2,2,2,5.997654178857559e-10,2.290195807996831e-08,1.0,2.0
49,2,2,2,2,7.536827872911545e-07,4.2841532135184934e-06,0.9999948931992435,2.0
50,2,2,2,2,1.1708060014825605e-05,8.255629158071542e-08,0.9999883266769434,2.0
51,2,1,2,2,1.1210336214872996e-07,7.579130656409916e-09,0.9999999347804458,2.0
52,0,0,0,0,0.00034588637890919927,0.02502335381723242,0.9746307131863432,2.0
53,0,1,1,1,4.654830384420716e-06,4.8100702623621316e-05,0.9999472521507848,2.0
54,2,0,2,2,2.643653448930472e-09,1.8234086549689943e-11,1.0,2.0
55,2,2,2,2,4.920872100910856e-07,6.697833643265483e-08,0.999999459763881,2.0
56,2,2,2,2,2.5876694120796628e-08,0.00010204921561296487,0.9998979561020498,2.0
57,2,2,2,2,0.23916629725863459,0.7440152309136465,0.01681838703370886,1.0
58,1,1,1,1,0.009927134313329589,0.023652290168683976,0.9664205954759382,2.0
59,2,1,2,2,0.0008952432599471649,0.8523483230455895,0.14675650093340664,1.0
60,2,2,2,2,7.386558202658426e-13,1.4937821975462978e-10,1.0,2.0
61,0,1,1,1,0.5616625235361425,0.4028545467554068,0.03548291167317075,0.0
62,2,1,2,2,0.0024155771961886785,0.00111783421743894,0.9964665008301381,2.0
63,2,1,1,1,0.9883128597866744,0.007691334233186353,0.003995925941126188,0.0
64,2,2,2,2,1.069414278465075e-06,5.053281746825178e-06,0.9999939487928842,2.0
65,0,0,2,0,0.0032096314038940754,1.162673371801759e-06,0.9967892479827611,2.0
66,0,0,0,0,0.7259728650200259,3.151944980572807e-07,0.27402689004489567,0.0
67,0,0,2,0,0.9170953172724694,0.0033005829027388245,0.07960409719089512,0.0
68,1,1,1,1,0.0015031455805001315,0.0025159429060295224,0.9959808900457574,2.0
69,2,1,2,2,1.8186551442589405e-07,9.209785414299176e-07,0.9999988572949885,2.0
70,0,0,1,0,0.8097762831748696,6.287991163844708e-05,0.1901608050975483,0.0
71,2,2,2,2,0.001578352829369578,0.0001741771715160212,0.9982474534291441,2.0
72,2,2,2,2,5.9337512681167937e-08,2.1033976227435858e-09,0.9999999597748065,2.0
73,2,2,2,2,3.2132202498758033e-07,2.6524285545725945e-09,0.9999996209288466,2.0
74,0,0,2,0,2.981859574902046e-05,5.209592046639955e-07,0.9999696924530781,2.0
75,0,0,0,0,0.9999830182557936,3.6340789089095438e-06,1.3349024605702198e-05,0.0
76,2,2,2,2,6.334799950921677e-07,2.0750307375139165e-10,0.999999387432655,2.0
77,1,1,1,1,0.000571220661413463,0.9622463703681206,0.03718230811887224,1.0
78,1,1,1,1,1.711694103789796e-06,0.9347582230439286,0.06524001297578863,1.0
79,2,2,2,2,7.966923043500884e-08,1.5153077820295735e-09,0.999999912639341,2.0
80,2,0,2,2,4.128174657669348e-08,4.2020770890660586e-10,0.999999960132122,2.0
81,0,0,0,0,0.41757783328648657,0.001449474017135799,0.5809727052892413,2.0
82,0,0,0,0,0.9998580224285812,3.6214204968132435e-09,0.00014199752330956716,0.0
83,2,2,2,2,8.7015549210534e-09,8.715748807119894e-07,0.9999990663042986,2.0
84,0,0,0,0,0.9990748866289323,0.00013531202216654492,0.0007897190640733243,0.0
85,1,1,1,1,4.5673667870005374e-07,9.834765137384238e-06,0.9999895874158078,2.0
86,0,0,1,0,0.08470314485020936,0.47936197672970593,0.43593489727936685,1.0
87,2,2,2,2,0.0001512336011728621,0.00035340039858056116,0.9994952847227978,2.0
88,2,2,2,2,1.8805486843298524e-06,5.772661737513118e-09,0.999998127975285,2.0
89,2,0,2,2,8.174849264983323e-08,4.137587408109544e-12,0.9999998826691577,2.0
90,0,0,0,0,5.265105560425809e-05,7.211005903506873e-09,0.9999473438044704,2.0
91,1,1,1,1,0.0012236004122172517,0.00010644271759474577,0.998669885958634,2.0
92,2,2,2,2,1.959330688805494e-07,1.2500528057124427e-08,0.9999997697595675,2.0
93,2,1,2,2,1.1167662520850108e-06,1.5498877936614974e-07,0.9999987349542399,2.0
94,1,1,1,1,3.4038206564446227e-07,0.0005777712638348476,0.9994219117556611,2.0
95,2,2,2,2,1.9837729412941485e-05,5.496517951542046e-05,0.9999250310109602,2.0
96,2,2,2,2,2.8888378519192903e-08,9.082243734859219e-09,1.0,2.0
97,0,0,0,0,0.5930013600736856,0.06622694910038263,0.3407716262154281,0.0
98,0,0,0,0,0.9999458388485891,3.110183655508081e-06,5.110116007145393e-05,0.0
99,2,2,2,2,0.10186549098398245,0.0017251978219974262,0.8964093421964208,2.0
100,1,1,1,1,1.6966244587024448e-07,4.399742579153099e-06,0.9999955214950234,2.0
101,1,1,1,1,6.485731421435048e-05,0.00019663877537823282,0.9997385904571274,2.0
102,2,2,2,2,0.0016160977970685053,0.9242896608348019,0.07409431026871971,1.0
103,1,1,1,1,0.9150116800448949,0.04010589123205932,0.044882468352597016,0.0
104,0,0,0,0,0.9999971389786286,9.224118539298554e-12,2.803675741645616e-06,0.0
105,0,0,0,0,0.9999995231748384,8.081920549463106e-12,4.178541109691044e-07,0.0
106,1,1,1,1,0.8224333573816693,0.007614328642375767,0.16995235439571843,0.0
107,2,2,2,2,1.1268517756679586e-06,1.7925402637786192e-06,0.9999971094232691,2.0
108,2,2,2,2,7.3091681542791775e-06,1.568201088986143e-06,0.9999911863792192,2.0
109,2,2,2,2,0.02652898552332772,0.862523307918309,0.11094774244702421,1.0
110,2,1,1,1,8.68934864062254e-08,1.0421315494113514e-05,0.9999895588406371,2.0
111,0,0,2,0,0.00046983096035546623,1.0438244544275221e-06,0.9995290575261322,2.0
112,2,2,2,2,0.9999990605210072,1.9307257966005853e-08,8.752779746268313e-07,0.0
113,0,0,0,0,0.9999980946778512,1.1874174449255648e-07,1.8055319775944767e-06,0.0
114,0,0,0,0,0.9999945167785561,5.786909840210797e-10,5.3925001715325604e-06,0.0
115,1,1,1,1,0.9924079033187176,0.0007351025413981915,0.006857003450534194,0.0
116,0,0,0,0,0.13368059044842084,0.0007561306701973081,0.865563219982505,2.0
117,2,1,1,1,2.0460292716961703e-05,3.6845831800746964e-05,0.9999426540626359,2.0
118,0,0,2,0,0.8762364331778372,0.10529011022299528,0.018473371586878784,0.0
119,2,2,2,2,2.1120569726917893e-05,0.00041555481584509835,0.9995633615562838,2.0
120,2,2,2,2,3.85000571867522e-07,3.0470660439263497e-09,0.9999996611922688,2.0
121,1,1,1,1,0.0003635794455476571,0.811008539138129,0.18862783283930185,1.0
122,0,0,0,0,0.9999763970471659,6.412507524977684e-09,2.361871858648501e-05,0.0
123,0,0,0,0,4.3301608272372505e-06,6.172775172785805e-06,0.9999895069617253,2.0
124,2,2,2,2,3.7900463993878475e-06,6.891105908124473e-09,0.9999961587140327,2.0
125,0,0,0,0,0.9754936888930388,0.0030931960500311106,0.021413028000097256,0.0
126,2,2,2,2,3.6281550137573504e-06,1.9102831672057619e-07,0.9999962580628416,2.0
127,1,1,1,1,2.3375904802946934e-06,7.563855524495011e-05,0.999921992629254,2.0
128,1,1,1,1,0.003607021295465529,0.34097789600491524,0.6554150368901901,2.0
129,0,0,0,0,0.9998965639515518,2.7851652276922323e-05,7.5717024401456e-05,0.0
130,1,1,1,1,6.290898135752343e-09,1.0023530228053801e-07,0.9999998796118224,2.0
131,0,0,0,0,0.9999990465257268,1.4877116552569625e-10,9.68166203205341e-07,0.0
132,2,2,2,2,2.7114884504353398e-08,8.20094391701387e-11,0.9999999639081408,2.0
133,2,2,2,2,2.800543265682725e-08,1.4367292511946461e-11,1.0,2.0
134,0,0,0,0,0.9907241235778201,0.005459498192067258,0.003816441012531868,0.0
135,0,0,2,0,0.9999990627457445,8.010838580957413e-07,1.1189682697088088e-07,0.0
136,2,2,2,2,4.920905202114925e-08,7.142488315202422e-12,1.0,2.0
137,2,2,2,2,1.7863844448129385e-07,1.9158806523478233e-06,0.9999978979917783,2.0
138,0,0,1,0,0.1827940501016201,0.0013713352236663923,0.8158346080263073,2.0
139,2,2,2,2,0.0058112887245442835,3.7870707956244587e-06,0.9941848987605226,2.0
140,2,2,2,2,0.0002605037894696238,5.348163726992539e-06,0.9997340733233706,2.0
141,1,1,1,1,7.136197265822375e-05,0.4512040957828276,0.5487245062553825,2.0
142,2,2,2,2,0.9999997616071354,1.8035280814360927e-08,2.65307592388353e-07,0.0
143,1,1,1,1,0.00013507249241229147,0.0850452257291181,0.9148197312497359,2.0
144,2,1,2,2,1.325948719710368e-07,1.6334556929287203e-08,0.999999785206505,2.0
145,2,2,2,2,0.0081522539985599,0.0018262269313709112,0.9900215103116352,2.0
146,2,2,2,2,6.487888514816742e-05,0.0010794740416875115,0.9988556804764057,2.0
147,0,0,1,0,3.6875384612500284e-07,0.9998664120774725,0.00013319286777013772,1.0
148,0,1,1,1,0.024006138806726085,0.9236333426742931,0.052360526814482,1.0
149,0,0,2,0,0.9984135951463031,0.0014364579164976021,0.00015002314063394806,0.0
150,2,2,2,2,1.450458654517206e-06,2.0343003281908523e-08,0.9999984650523395,2.0
151,2,0,2,2,0.0003382107363183451,1.5428752853097194e-07,0.9996615359760632,2.0
152,2,2,2,2,0.0001723283686629884,6.1412965806084685e-06,0.9998214985366474,2.0
153,0,0,2,0,0.0060293940478004515,0.00019887867165380158,0.9937717799825805,2.0
154,0,0,0,0,0.9877906031906605,0.000834231119370088,0.01137506771920016,0.0
155,2,1,1,1,0.009183361341456475,0.4875929901895688,0.5032236457300314,2.0
156,0,0,0,0,0.9999921746655975,7.471215062726522e-06,4.4176835256592994e-07,0.0
157,2,2,2,2,1.973960950790027e-07,8.380990996689763e-11,0.9999997621054676,2.0
158,2,1,1,1,0.01455003961609691,0.9819755570920279,0.0034743832852655032,1.0
159,1,1,1,1,1.83908255291243e-09,9.561554770165515e-09,1.0,2.0
160,0,0,0,0,0.9974109163140383,0.00013147290678716672,0.0024575573598610845,0.0
161,0,0,0,0,0.9999765176939959,1.4781247614781279e-09,2.347468490312976e-05,0.0
162,2,2,2,2,0.14595865382580087,0.009853058461885666,0.8441882524784887,2.0
163,2,2,2,2,4.984549062392318e-08,1.3712995419745688e-08,0.9999999458839322,2.0
164,2,2,2,2,0.0013546307982323924,1.590351075719809e-05,0.9986295026983498,2.0
165,2,2,2,2,3.3445616764993247e-07,6.157326453148926e-07,0.9999990477561802,2.0
166,2,2,2,2,1.5128183150636687e-07,5.721424056748248e-09,0.9999999007077697,2.0
167,2,1,1,1,1.3947021166416107e-05,7.159445044635504e-05,0.9999144235480344,2.0
168,1,1,1,1,2.8491748594206e-05,0.99914469537066,0.000826861141149493,1.0
169,0,0,2,0,0.000922179495319142,4.1193141896656016e-05,0.9990367182763293,2.0
170,2,2,2,2,3.41459595820659e-07,1.4046095397901581e-09,0.9999996929248994,2.0
171,2,0,2,2,0.006036130376742221,7.915399328339845e-05,0.9938845687993307,2.0
172,2,0,2,2,2.5866595494861144e-05,1.1425774282258772e-07,0.9999739586522223,2.0
173,2,2,2,2,2.11318150533657e-07,1.1150073253585191e-08,0.999999832124177,2.0
174,2,2,2,2,1.0265049226248699e-06,6.490617245058505e-11,0.999998942499733,2.0
175,2,2,2,2,1.4531690133070402e-07,2.6049578293052544e-11,0.9999998817354816,2.0
176,1,1,1,1,0.12361940782284364,0.8234118386171758,0.052968770964071155,1.0
177,2,2,2,2,7.734352014399093e-08,7.212904751696669e-06,0.9999927005826832,2.0
178,1,1,1,1,0.9995281730962233,0.00034896879671464376,0.00012277931432436162,0.0
179,0,0,0,0,5.8055035481174855e-06,6.828418452897722e-08,0.999994099014089,2.0
180,0,0,0,0,0.13604341074824333,0.00013953733014204772,0.8638170906770029,2.0
181,1,1,1,1,0.00034006970747668674,0.9902746446896344,0.009385271482415192,1.0
182,0,0,0,0,0.9861552128595577,0.00031025066073198104,0.013534520420307672,0.0
183,0,0,1,0,3.621915027451905e-06,1.6017347377328406e-05,0.9999804190745465,2.0
184,1,1,1,1,0.00010557001064626093,0.0005332337348136207,0.9993612893265436,2.0
185,2,2,2,2,8.029205602611e-07,7.46793027417425e-08,0.9999990835978365,2.0
186,2,2,2,2,0.042394820420213364,8.474833950344873e-05,0.9575204036179912,2.0
187,1,1,1,1,0.994994978235809,0.001138439663918689,0.003866637340252055,0.0
188,1,1,1,1,0.9992998443154306,0.00024228174489593357,0.00045797391099000606,0.0
189,0,0,2,0,0.024673675769008696,0.0012320528912823647,0.9740942278876901,2.0
190,1,1,1,1,0.0007107854237347055,0.7913433088833699,0.20794595053303055,1.0
191,2,2,2,2,3.182751433428166e-05,4.1903760461536876e-07,0.9999676664803445,2.0
192,0,0,2,0,7.35998912659852e-05,5.085015075678712e-07,0.9999259248570871,2.0
193,0,0,0,0,0.8965950060071748,2.67067849790692e-06,0.1034023559331132,0.0
194,2,2,2,2,0.0016833978208126155,0.0006907011813837016,0.9976258610456625,2.0
195,0,0,0,0,0.006051319575817615,0.04852705834855442,0.9454217056597827,2.0
196,2,0,2,2,5.899953914312306e-08,4.6234870099137737e-10,0.9999999615185589,2.0
197,2,2,2,2,3.963674816986895e-05,2.1001701412615148e-05,0.9999392830122815,2.0
198,2,2,2,2,2.2126165177382973e-05,3.309826507802427e-05,0.9999448224850624,2.0
199,2,2,2,2,3.4533378934220593e-07,2.946462096531377e-08,0.9999996689717365,2.0
200,1,1,1,1,5.690257717105851e-05,0.7673680203183721,0.23257511832662203,1.0
201,0,0,0,0,0.945528490194306,8.804772591020082e-07,0.05447059102239038,0.0
202,2,0,2,2,2.3358808487472515e-07,5.477421849420239e-10,0.9999997987236973,2.0
203,2,2,2,2,1.143602531783472e-06,1.1976167002103466e-05,0.9999869676348041,2.0
204,0,0,0,0,0.999999761725902,3.7459144119900145e-10,2.766578416912857e-07,0.0
205,1,1,1,1,7.147461958822987e-05,0.9791455665305051,0.02078299940768602,1.0
206,0,0,2,0,0.05505197218735702,0.003982804249972105,0.9409651366149774,2.0
207,0,1,1,1,3.2962930784918854e-07,0.0016545474645113245,0.9983450054236584,2.0
208,2,1,2,2,1.1735769301480072e-12,1.8294972470560972e-11,1.0,2.0
209,2,2,2,2,4.328852163643093e-06,1.6512571032745171e-09,0.9999957642178339,2.0
210,2,2,2,2,0.002069501054847933,0.04813237784037483,0.9497980675369035,2.0
211,1,1,1,1,0.0008345061651198193,0.0007485348032787442,0.9984170137418005,2.0
212,1,1,1,1,0.02313363746543473,0.9575134049182452,0.019352846800757106,1.0
213,2,2,2,2,5.266898699574085e-05,8.722144684725208e-06,0.999938615012411,2.0
214,2,2,2,2,0.002545893632031948,1.9004250702892023e-05,0.9974349946392067,2.0
215,0,0,2,0,0.9467976488667773,0.00011872770573972957,0.05308361628095781,0.0
216,2,2,2,2,3.0160255759525967e-07,2.038795218517464e-05,0.9999792098439921,2.0
217,2,2,2,2,1.862501859430099e-05,1.3603240582582554e-10,0.9999814384428434,2.0
218,2,2,2,2,0.002224928523901326,1.1421298466984808e-06,0.9977739613663061,2.0
219,0,0,0,0,2.7365908809862116e-08,3.8088533105273825e-08,0.9999999226750467,2.0
220,2,1,2,2,1.3150965386121705e-09,2.551394057137557e-08,1.0,2.0
221,2,1,2,2,0.0744352161086681,0.7995310486780909,0.1260337731509935,1.0
222,2,2,2,2,3.87384683109282e-07,1.2145835226462509e-08,0.999999649199833,2.0
223,2,1,2,2,2.0086053709178486e-08,2.2383119215874103e-06,0.9999976686213312,2.0
224,1,1,1,1,4.479819358493842e-05,0.5257867401960539,0.4741684964824344,1.0
225,2,2,2,2,1.5481113494700965e-07,6.292783872111074e-11,0.9999998811427158,2.0
226,2,0,2,2,4.104251570424822e-05,0.00011497501691337675,0.9998439340506593,2.0
227,1,1,1,1,1.0512529902140244e-08,1.2512541802678356e-07,0.999999884836452,2.0
228,2,2,2,2,0.004795960849151015,0.5444608290563338,0.45074314120574854,1.0
229,2,2,2,2,0.0033484227205917705,0.0016493498551426455,0.9950022547018307,2.0
230,1,1,1,1,5.497856676583979e-06,0.9987105528416578,0.0012839957115602374,1.0
231,0,0,0,0,0.9999988079091073,2.5453792719398738e-12,1.2343356840204453e-06,0.0
232,1,1,1,1,7.304465100332891e-06,0.04933972422486477,0.9506530465795322,2.0
233,2,2,2,2,1.5383625168396975e-05,7.966074946352819e-07,0.9999838763347668,2.0
234,2,2,2,2,6.888299236562645e-10,6.567922204367416e-12,1.0,2.0
235,0,0,0,0,0.9999236480245273,1.887423550783751e-08,7.62828952597383e-05,0.0
236,1,1,1,1,5.39671432875366e-07,0.0002635179938579313,0.9997359438273179,2.0
237,0,0,2,0,0.001421737892087549,0.00033191839975188486,0.998246354283765,2.0
238,1,1,1,1,0.5419322825764539,0.3420820399187505,0.11598567248438485,0.0
239,0,1,1,1,0.9933293598181336,0.00017095960998858573,0.006499612920507047,0.0
240,0,0,0,0,1.0,8.003701434250443e-12,1.4460030252176626e-08,0.0
241,0,0,2,0,0.9981867836411613,1.5537121367259488e-08,0.001813149310975537,0.0
242,2,2,2,2,0.0032702832092184053,3.529929983869806e-07,0.9967293503648307,2.0
243,2,2,2,2,3.364650740800279e-07,5.201145111821681e-09,0.9999996805457986,2.0
244,0,0,0,0,0.026657237260224065,0.0004730605342047056,0.9728696946331183,2.0
245,1,1,1,1,0.10221351996551675,0.42596300408240495,0.47182346551517185,2.0
246,0,0,0,0,0.9999926096466076,2.28098355481432e-09,7.368427457035698e-06,0.0
247,2,2,2,2,0.0003377557204657933,3.606570703595935e-05,0.9996261897285308,2.0
248,0,0,1,0,0.034478090943594,0.0010183993708778871,0.9645035781686602,2.0
249,0,0,0,0,0.04230190732050687,0.0021714576869271696,0.955526705889497,2.0
250,1,1,1,1,1.1149243128727448e-06,0.9998131615761281,0.00018581153117480653,1.0
251,1,1,1,1,0.0007577503383799922,0.9886035577565053,0.010638644831487909,1.0
252,2,2,2,2,2.190111460690183e-09,1.988840895358196e-12,1.0,2.0
253,2,0,2,2,0.002416048076838706,4.017263563582674e-06,0.9975800158397341,2.0
254,2,1,1,1,4.836482880854476e-09,4.4499544582521366e-07,0.9999995671280826,2.0
255,0,0,0,0,0.004658609861508012,2.328474761270627e-05,0.99531805902825,2.0
256,1,1,1,1,3.344564806206929e-05,0.11851213202467736,0.8814544401351343,2.0
257,0,0,0,0,0.00749803296639584,3.8837090414745035e-06,0.9924981355863167,2.0
258,0,0,0,0,2.299672575478695e-06,9.097235603716669e-10,0.9999976934261052,2.0
259,2,2,2,2,0.005946818384893859,4.336106869118339e-07,0.994052906567892,2.0
260,2,1,2,2,4.4719458358599695e-08,3.2563702567767194e-09,1.0,2.0
261,0,0,0,0,0.9999332463238978,7.4160209084794815e-09,6.676467489086235e-05,0.0
262,1,1,1,1,5.513967147408039e-05,4.053892996580544e-05,0.9999043497327875,2.0
263,2,0,2,2,0.0003327765110157088,0.004180308288141532,0.9954869975986185,2.0
264,0,0,2,0,0.0012960782878508326,1.5805823920800322e-06,0.9987023623808682,2.0
265,2,2,2,2,0.06261914747301489,0.0012018969337077579,0.9361789376707748,2.0
266,0,0,1,0,0.0007464533555321395,0.00017579963241587393,0.9990776520644431,2.0
267,1,1,1,1,1.5285680277088431e-07,0.0010527504495954076,0.9989471350365307,2.0
268,2,2,2,2,4.595053670897187e-09,2.7291037096865978e-08,1.0,2.0
269,0,0,0,0,0.4538247091259109,0.028094572364352643,0.518080792229739,2.0
270,0,0,2,0,0.9856705558690351,2.822044910999466e-05,0.014301111050542659,0.0
271,1,1,1,1,9.866102512745556e-08,4.594548656200459e-05,0.9999539146723482,2.0
272,2,2,2,2,1.5634229574845726e-07,2.017199207671183e-07,0.9999996476615102,2.0
273,1,1,1,1,3.5663155472320796e-05,0.9983914037459272,0.001573018196893372,1.0
274,2,2,2,2,5.205496905746898e-08,2.7945799840889407e-10,0.9999999972849238,2.0
275,1,1,1,1,1.8359665716616291e-06,0.0001679273209447274,0.9998303054554754,2.0
276,0,0,0,0,0.00914290405853535,1.0008852541432134e-05,0.990847042910076,2.0
277,1,1,1,1,0.0002065164953819476,0.0017909539164975286,0.9980025218178525,2.0
278,1,1,1,1,6.890428227990242e-09,1.664801482448297e-06,0.9999983387171127,2.0
279,1,1,1,1,5.2167161072702584e-05,0.02729195446227095,0.9726559411283233,2.0
280,2,2,2,2,2.8098567428011534e-07,1.4763132773557008e-11,0.9999997640224769,2.0
281,0,0,0,0,0.2816219087690115,0.004705105297034606,0.713672942481935,2.0
282,2,2,2,2,3.284409283810241e-05,2.7245735756409317e-07,0.9999669753847398,2.0
283,0,0,2,0,0.9999548197784717,5.221687839063183e-11,4.5199130847374004e-05,0.0
284,0,0,2,0,0.0011262103513445254,1.2911990836528275e-06,0.9988725651804913,2.0
285,2,2,2,2,3.866255489604021e-08,5.203634940477431e-12,1.0,2.0
286,0,0,0,0,0.9999686077354681,3.827759456953572e-06,2.764963230106332e-05,0.0
287,0,0,2,0,2.2180756914735866e-05,6.853508622839399e-07,0.9999770940115376,2.0
288,2,2,2,2,1.4099044376436609e-08,7.343047836450012e-08,0.9999999197558948,2.0
289,2,2,2,2,2.7878777155015966e-06,4.4193246284685017e-10,0.9999972374391732,2.0
290,0,0,0,0,0.9999995234723513,4.4029880436058377e-10,4.6871807168891166e-07,0.0
291,0,0,0,0,0.6663204392332318,0.00017405022936145542,0.33350560709732235,0.0
292,2,1,2,2,8.931205579265633e-08,1.4494943756382384e-07,0.9999997194542922,2.0
293,2,0,2,2,0.0005890888605755012,8.989335387177277e-10,0.9994108845944856,2.0
294,1,1,1,1,0.00027647939532471355,0.003970450374254142,0.9957531425079651,2.0
295,2,1,1,1,5.483344223122799e-08,2.5983508322724447e-07,0.9999996967150793,2.0
296,2,2,2,2,0.0002476114907184485,4.1793439181647685e-08,0.999752278644559,2.0
297,0,0,0,0,0.5054635158157907,5.449819354907959e-06,0.4945310606577209,0.0
298,0,0,0,0,0.9785486490873154,0.00010275278509652708,0.02134869622750557,0.0
299,2,2,2,2,8.888588151484411e-07,5.23032187560446e-07,0.9999985892012178,2.0
300,2,2,2,2,4.14384508429233e-07,2.4228960349148565e-07,0.9999994161954362,2.0
301,2,2,2,2,1.208797953622387e-06,2.004611805439538e-06,0.9999967636081699,2.0
302,1,1,1,1,3.451794728448476e-05,0.002134921357651365,0.9978305103547314,2.0
303,0,0,0,0,0.9746585636021337,0.0014940157416276634,0.023847461328841746,0.0
304,2,1,2,2,1.640450579998287e-05,0.0002371599639445776,0.9997464374491756,2.0
305,0,0,0,0,0.9995480664076997,2.0026082125923494e-08,0.000451974942019151,0.0
306,2,0,2,2,0.010113643895238056,1.6367792795790592e-05,0.9898699932689397,2.0
307,0,0,2,0,0.002314713632586063,0.0002141372115147533,0.9974710497481283,2.0
308,0,0,0,0,0.001986571690153663,3.720213914704118e-09,0.998013387301625,2.0
309,2,0,2,2,0.11330648505463614,0.0010132203187822597,0.8856803126909654,2.0
310,2,2,2,2,6.447546093113488e-05,5.792517399072494e-08,0.9999354776068472,2.0
311,2,2,2,2,1.3802240942349664e-07,4.16194448349394e-09,0.9999998328123326,2.0
312,2,0,2,2,1.6681625059078442e-06,2.0284050883390137e-08,0.9999983389331264,2.0
313,0,0,0,0,0.9194417343460373,0.023560717760119587,0.056997534091351554,0.0
314,2,1,1,1,2.638767391260899e-07,0.0014755949142255531,0.9985242017863243,2.0
315,0,0,0,0,1.5543662694739169e-06,7.396029658934822e-06,0.9999909495852819,2.0
316,2,1,2,2,4.502529522831811e-09,3.873932916675926e-07,0.9999996857521178,2.0
