name,expert1,expert2,expert3,model_p0,model_p1,model_p2,model_p3,Y_H,consensus
train/535957-IMG015x015-3.JPG,3,3,3,9.159594628727064e-05,0.00048728150431998074,3.879925269956176e-09,0.9994211196899414,"[3, 3, 3]",3
train/535943_1-IMG008x008-0.JPG,0,0,0,0.4061165153980255,0.017956418916583058,0.5758113265037537,0.00011580128921195865,"[0, 0, 0]",0
train/537839_3-IMG009x009-3.JPG,3,1,3,0.8672083020210266,0.03772130236029625,1.0753290702325559e-08,0.09507040679454803,"[3, 1, 3]",3
train/543645_1-IMG036x021-2.JPG,2,2,2,9.580554530047232e-14,4.394728331247322e-11,0.9999998807907104,6.952981124186407e-08,"[2, 2, 2]",2
train/535940-IMG012x014-2.JPG,2,2,2,2.1602505739792832e-07,4.176412403467111e-05,0.9999526739120485,5.285311090119649e-06,"[2, 2, 2]",2
train/543645_2-IMG022x008-3.JPG,3,3,3,0.0056547774001955995,0.17349861562252045,0.7314759492874146,0.08937064558267592,"[3, 3, 3]",3
train/537699-IMG008x006-0.JPG,0,0,0,0.9982970356941224,2.2795336917624812e-05,4.413071297282301e-10,0.0016801994061097505,"[0, 0, 0]",0
train/537688_2-IMG009x006-1.JPG,0,1,0,0.006627374328672886,0.05742058902978898,2.141129471056047e-06,0.9359498620033264,"[0, 1, 0]",0
train/538880-3-IMG029x055-3.JPG,3,0,3,2.1013090645283228e-06,0.04521188139915466,6.449646207329352e-06,0.9547795057296752,"[3, 0, 3]",3
train/539668_1-IMG008x008-2.JPG,2,2,2,1.951850790368748e-12,1.90841098479666e-09,0.9999990463256836,9.256604016627535e-07,"[2, 2, 2]",2
train/541311_1-IMG031x020-2.JPG,2,2,2,7.319611139422476e-09,1.496862864769355e-07,0.999991774559021,8.034296115511097e-06,"[2, 2, 2]",2
train/535953-IMG022x010-0.JPG,0,0,0,0.9601851105690002,0.039315950125455856,0.0003004494064953178,0.0001984699920285493,"[0, 0, 0]",0
train/543086_2-IMG016x004-3.JPG,3,3,3,0.09478143602609634,0.6642085313796997,0.13668720424175262,0.10432285815477373,"[3, 3, 3]",3
train/539085_1-IMG004x008-3.JPG,3,3,3,3.985762830893691e-09,2.1614596334984526e-05,5.376623448682949e-05,0.999924659729004,"[3, 3, 3]",3
train/543358_3-IMG012x017-2.JPG,2,2,2,3.701312531207562e-13,1.2917300118431284e-08,0.9999992847442628,6.473069902313001e-07,"[2, 2, 2]",2
train/538849-1-IMG009x010-1.JPG,3,1,1,2.2459714728029208e-06,0.03647320345044136,1.2524299563665407e-05,0.9635120034217834,"[3, 1, 1]",1
train/353042_4-IMG007x015-1.JPG,1,1,1,0.9702267646789552,0.024079222232103348,0.005069402977824211,0.0006245902040973307,"[1, 1, 1]",1
train/538880-3-IMG022x054-3.JPG,3,3,3,0.0002146726765204221,0.251893162727356,7.587066647829488e-06,0.7478846311569214,"[3, 3, 3]",3
train/540293_2-IMG025x009-2.JPG,2,2,2,1.6339400943365945e-09,1.468833488615928e-06,0.999997854232788,7.289339691851637e-07,"[2, 2, 2]",2
train/539972_1-IMG009x004-1.JPG,1,1,1,0.0005377882043831049,0.6964337229728699,1.134058834395546e-06,0.3030273914337158,"[1, 1, 1]",1
train/543358_1-IMG010x012-2.JPG,2,2,2,1.1133735806131281e-13,1.1001691224699071e-10,0.9999985694885254,1.3864669199392663e-06,"[2, 2, 2]",2
train/537839_2-IMG008x011-0.JPG,0,0,0,0.9984343647956848,0.0014586591860279439,1.7679685697657987e-05,8.920372056309135e-05,"[0, 0, 0]",0
train/540293_1-IMG012x009-2.JPG,2,2,2,1.1303226528980305e-05,0.0035530261229723688,0.99642676115036,8.906354196369648e-06,"[2, 2, 2]",2
train/540293_3-IMG013x022-2.JPG,2,2,2,5.0093067714696016e-12,2.8402703833307896e-07,0.9999984502792358,1.2611540114448871e-06,"[2, 2, 2]",2
train/538880-3-IMG020x010-1.JPG,1,0,1,9.95504069578601e-06,0.4491050541400909,3.779197186304373e-07,0.5508846044540405,"[1, 0, 1]",1
train/543358_1-IMG008x010-2.JPG,2,2,2,2.12799101256822e-11,6.6602424340089775e-06,0.9996069073677064,0.00038640806451439863,"[2, 2, 2]",2
train/541500-IMG016x024-1.JPG,1,1,1,0.022246899083256718,0.97406005859375,0.0036882315762341022,4.818923571292544e-06,"[1, 1, 1]",1
train/536707_1-IMG010x007-0.JPG,0,0,0,0.7066442966461182,0.2928025722503662,3.0660028187412536e-06,0.0005500433617271483,"[0, 0, 0]",0
train/540293_1-IMG018x022-2.JPG,2,2,2,0.00018905031902249905,1.0074099918711001e-06,0.9998098015785216,1.3427239764496335e-07,"[2, 2, 2]",2
train/539668_1-IMG007x029-2.JPG,2,2,2,8.030866638364387e-09,0.00010803508484968916,0.9994254112243652,0.00046656097401864827,"[2, 2, 2]",2
train/538844-2-IMG007x011-1.JPG,1,0,1,0.57245934009552,0.2438753545284271,3.115501385764219e-05,0.18363411724567413,"[1, 0, 1]",1
train/542441-IMG020x014-2.JPG,2,2,2,1.4165003392463404e-07,1.1152820889037685e-06,0.9999986886978148,2.9612506224907517e-08,"[2, 2, 2]",2
train/535960-IMG006x008-0.JPG,1,0,0,0.9641867876052856,0.030663561075925824,6.287586074904539e-06,0.005143370945006609,"[1, 0, 0]",0
train/543716-IMG009x013-2.JPG,2,2,2,8.344582349325417e-15,5.149017878736117e-10,1.0,1.5125184660291783e-08,"[2, 2, 2]",2
train/543645_1-IMG014x017-2.JPG,2,2,2,2.1720636596000986e-06,0.00045789786963723605,0.9995273351669312,1.2659335880016442e-05,"[2, 2, 2]",2
train/535988-IMG012x009-3.JPG,3,3,3,0.0044088452123105535,0.5728549361228943,2.8701106202788648e-05,0.42270755767822266,"[3, 3, 3]",3
train/543645_1-IMG018x011-1.JPG,1,1,1,0.0831228569149971,0.9052929878234864,0.010430963709950449,0.0011530887568369508,"[1, 1, 1]",1
train/543358_2-IMG014x004-3.JPG,3,3,3,0.0008539536502212286,0.8743718266487122,0.00016043309005908668,0.12461374700069427,"[3, 3, 3]",3
train/540293_1-IMG013x011-2.JPG,2,2,2,0.0005765272653661668,5.2549403335433447e-05,0.9993632435798644,7.764442671032158e-06,"[2, 2, 2]",2
train/543645_1-IMG027x011-2.JPG,2,2,2,4.431764677459426e-10,1.681156572885811e-05,0.999964714050293,1.851829438237473e-05,"[2, 2, 2]",2
train/535957-IMG004x011-0.JPG,0,0,0,0.3958735167980194,0.3514430820941925,0.0013810109812766314,0.2513023912906647,"[0, 0, 0]",0
train/540293_1-IMG018x013-2.JPG,2,2,2,1.2541961284633085e-13,2.997919690272965e-09,0.9999998807907104,1.5575045608784421e-07,"[2, 2, 2]",2
train/538842_2-IMG009x006-2.JPG,2,2,2,1.2119962775614113e-05,0.003978393040597439,0.9943768382072448,0.0016326730838045476,"[2, 2, 2]",2
train/538880-3-IMG016x031-3.JPG,3,3,3,8.611841018080213e-09,0.017895737662911415,3.85752682632301e-05,0.9820656180381776,"[3, 3, 3]",3
train/543645_2-IMG011x007-1.JPG,1,1,1,0.00017932296032086015,0.4947603344917298,4.708136202680181e-06,0.5050556063652039,"[1, 1, 1]",1
train/543716-IMG012x014-2.JPG,2,2,2,1.3744960725148303e-10,2.0332705389591865e-05,0.9999752044677734,4.4670819079328786e-06,"[2, 2, 2]",2
train/541311_3-IMG007x016-2.JPG,2,2,2,5.1089617869592985e-08,1.0819665476446973e-05,0.9999845027923584,4.6345685404958195e-06,"[2, 2, 2]",2
train/543086_1-IMG014x012-2.JPG,2,2,2,2.990105372191465e-07,0.011213538236916063,0.9828773140907288,0.005908798426389693,"[2, 2, 2]",2
train/538880-3-IMG012x029-1.JPG,0,1,1,1.7129560774264974e-06,0.03377384692430496,1.704683199932333e-05,0.9662074446678162,"[0, 1, 1]",1
train/538880-3-IMG029x053-3.JPG,3,1,3,1.049884658377298e-11,5.6108117860276245e-05,2.143553956557298e-06,0.9999417066574096,"[3, 1, 3]",3
train/538879-2-IMG004x012-3.JPG,3,0,3,0.008868644945323467,0.2328067868947983,5.396565825321886e-07,0.7583240270614624,"[3, 0, 3]",3
train/538879-1-IMG018x019-3.JPG,3,3,3,1.1107643693719638e-08,0.02411278523504734,2.401593064860208e-06,0.9758847951889038,"[3, 3, 3]",3
train/543003_1-IMG015x016-2.JPG,2,2,2,2.235153289120717e-07,6.999862671364099e-05,0.9999215602874756,8.24273047328461e-06,"[2, 2, 2]",2
train/535940-IMG016x020-2.JPG,2,2,2,0.00010909974662354216,5.567029802477919e-06,0.9998809099197388,4.466234713618178e-06,"[2, 2, 2]",2
train/536709_1-IMG010x008-0.JPG,1,0,0,0.9952850937843324,0.004656672943383454,2.87676666630432e-05,2.9502354664145972e-05,"[1, 0, 0]",0
train/538880-3-IMG012x049-1.JPG,1,0,1,0.00016960359062068164,0.848759651184082,3.785678200074472e-05,0.15103290975093842,"[1, 0, 1]",1
train/538880-3-IMG031x024-1.JPG,0,1,1,7.214817742351442e-06,0.5884855389595032,4.720707693195436e-06,0.41150256991386414,"[0, 1, 1]",1
train/542441-IMG024x011-2.JPG,2,2,2,2.346621896870661e-17,3.8239610046161827e-13,1.0,1.3561581024834624e-10,"[2, 2, 2]",2
train/535953-IMG009x008-0.JPG,1,0,0,0.5346651673316956,0.06302472949028015,0.003494151635095477,0.3988159894943237,"[1, 0, 0]",0
train/541831-IMG037x038-2.JPG,2,2,2,6.860859880220005e-09,0.00032287067733705044,0.9996765851974488,5.938117055848124e-07,"[2, 2, 2]",2
train/540293_1-IMG019x023-2.JPG,2,2,2,2.0383880894314643e-07,6.326429229375208e-06,0.9999933242797852,1.561030558150378e-07,"[2, 2, 2]",2
train/536706_1-IMG010x006-0.JPG,0,0,0,0.8570489287376404,0.14090965688228607,3.703001141275308e-07,0.002040969440713525,"[0, 0, 0]",0
train/539972_2-IMG013x040-0.JPG,0,1,0,0.15829142928123474,0.011291529983282091,0.023164466023445133,0.8072525262832642,"[0, 1, 0]",0
train/541311_3-IMG014x013-2.JPG,2,2,2,1.0123989646615428e-08,4.2786109588632826e-07,0.9999405145645142,5.9051930293207995e-05,"[2, 2, 2]",2
train/536709_1-IMG014x017-1.JPG,1,0,1,0.9818294048309326,0.01809791848063469,1.8476688978807945e-07,7.244044536491856e-05,"[1, 0, 1]",1
train/535940-IMG012x026-2.JPG,2,2,2,0.0009872752707451582,0.00043452563113532966,0.9985259175300598,5.23223789059557e-05,"[2, 2, 2]",2
train/535956-IMG006x006-0.JPG,1,0,0,0.9925639033317566,0.007383620832115413,3.4293069717250546e-08,5.253640119917691e-05,"[1, 0, 0]",0
train/541831-IMG021x027-3.JPG,3,1,3,1.2526632417575455e-05,0.9378575682640076,3.428088530199602e-05,0.06209557130932807,"[3, 1, 3]",3
train/538879-1-IMG033x018-0.JPG,0,0,0,0.980973184108734,0.008002431131899357,0.0002820019435603172,0.010742384940385818,"[0, 0, 0]",0
train/353042_4-IMG013x024-0.JPG,0,0,0,0.3667042851448059,0.60573810338974,0.01875825598835945,0.008799419738352299,"[0, 0, 0]",0
train/543716-IMG012x006-2.JPG,2,2,2,7.540161529005772e-13,4.614233972688453e-08,0.9999979734420776,1.9407975742069543e-06,"[2, 2, 2]",2
train/538879-1-IMG031x021-3.JPG,3,3,3,1.2925152987008916e-05,0.07794580608606339,6.25259563094005e-05,0.9219787716865541,"[3, 3, 3]",3
train/536719-IMG006x012-0.JPG,0,0,0,0.9998818635940552,0.00011705375072779134,6.078731268344129e-12,1.1248513374084723e-06,"[0, 0, 0]",0
train/538879-2-IMG020x011-3.JPG,3,0,3,6.825439777458087e-05,0.8262896537780762,0.006463186349719764,0.16717898845672607,"[3, 0, 3]",3
train/538899-IMG011x011-0.JPG,0,0,0,0.9959207773208618,0.0029388885013759136,2.2701415218762118e-06,0.0011380465002730489,"[0, 0, 0]",0
train/538377-IMG013x023-2.JPG,2,2,2,2.920504549308589e-08,3.4684865113376877e-06,0.999996542930603,2.5412289161863555e-08,"[2, 2, 2]",2
train/540293_1-IMG017x014-2.JPG,2,2,2,1.621702425125271e-11,8.430972116002522e-07,0.9999881982803344,1.0909089724009393e-05,"[2, 2, 2]",2
train/543645_1-IMG029x017-1.JPG,1,1,1,4.749526851810515e-06,0.9534151554107666,0.005181450862437487,0.04139857739210129,"[1, 1, 1]",1
train/541311_3-IMG010x014-2.JPG,2,2,2,3.7296036481393464e-08,5.2850058551712216e-08,0.9999455213546752,5.4370291763916605e-05,"[2, 2, 2]",2
train/538879-2-IMG023x009-3.JPG,3,1,3,1.761308908498904e-06,0.00500766234472394,7.506623092012888e-07,0.994989812374115,"[3, 1, 3]",3
train/543645_1-IMG007x031-2.JPG,2,2,2,2.1412267514620002e-09,1.802548831619788e-05,0.9999812841415404,6.841686968073191e-07,"[2, 2, 2]",2
train/538880-3-IMG027x039-3.JPG,3,1,3,4.297817657317181e-09,0.0002582776360213757,0.0011053958442062142,0.9986363053321838,"[3, 1, 3]",3
train/543645_1-IMG012x024-2.JPG,2,2,2,7.623451529070735e-05,0.004943531472235918,0.99480539560318,0.0001747967035043985,"[2, 2, 2]",2
train/543645_5-IMG015x006-3.JPG,3,3,3,0.08823642879724503,0.4252920150756836,0.09279205650091173,0.3936794102191925,"[3, 3, 3]",3
train/537501-IMG010x013-0.JPG,0,0,0,0.999964714050293,3.4776319807861e-05,2.4156021627419477e-09,5.278052981338989e-07,"[0, 0, 0]",0
train/538880-3-IMG040x047-1.JPG,3,1,1,6.420008274998779e-11,0.00041121849790215487,1.9799240646989347e-07,0.9995885491371156,"[3, 1, 1]",1
train/539972_2-IMG007x033-0.JPG,0,0,0,0.007069758605211973,0.9630191922187804,5.1489823817973965e-06,0.029905837029218674,"[0, 0, 0]",0
train/541831-IMG045x020-2.JPG,2,2,2,0.014970160089433191,0.0016577568603679538,0.9796492457389832,0.003722801571711898,"[2, 2, 2]",2
train/538708-IMG009x079-1.JPG,1,3,1,0.0001383755006827414,0.4916786551475525,0.2590110003948212,0.2491719275712967,"[1, 3, 1]",1
train/535956-IMG010x011-1.JPG,1,0,1,0.8919753432273865,0.10739104449748993,2.6663781682145785e-05,0.0006068749353289603,"[1, 0, 1]",1
train/535953-IMG008x007-0.JPG,0,0,0,0.9989782571792604,0.0009076381102204324,4.291229771524741e-08,0.00011411909508751704,"[0, 0, 0]",0
train/537839_3-IMG010x017-0.JPG,0,0,0,0.978679358959198,0.0008386152912862599,0.00492578512057662,0.015556188300251959,"[0, 0, 0]",0
train/537699-IMG006x009-0.JPG,0,0,0,0.9999696016311646,1.6976675397017967e-05,3.51594135750144e-11,1.3389219930104446e-05,"[0, 0, 0]",0
train/537839_2-IMG008x013-0.JPG,0,0,0,0.9997153878211976,7.148711301852018e-05,3.083187766605988e-05,0.00018228380940854552,"[0, 0, 0]",0
train/538880-3-IMG007x029-1.JPG,1,3,1,0.00033602022449485963,0.6268699169158936,1.3492082871380262e-05,0.3727806508541107,"[1, 3, 1]",1
train/538844-2-IMG010x013-3.JPG,3,0,3,0.5781725645065308,0.3626002967357636,0.005914402659982443,0.053312741219997406,"[3, 0, 3]",3
train/541500-IMG027x020-1.JPG,1,0,1,0.010955513454973698,0.15805143117904666,0.6981120705604553,0.13288098573684692,"[1, 0, 1]",1
train/535943_1-IMG006x007-0.JPG,0,0,0,0.984064757823944,0.009945660829544069,0.0039412640035152435,0.0020482665859162807,"[0, 0, 0]",0
train/538849-1-IMG012x016-1.JPG,1,0,1,0.3050323724746704,0.691891074180603,2.263547855818615e-07,0.0030763177201151852,"[1, 0, 1]",1
train/535953-IMG006x005-0.JPG,1,0,0,0.9869596362113952,0.012972905300557612,2.216102927832253e-07,6.725903949700296e-05,"[1, 0, 0]",0
train/539668_1-IMG023x018-2.JPG,2,2,2,0.0003437980776652694,4.0059858292806885e-06,0.9996511936187744,9.502971352048916e-07,"[2, 2, 2]",2
train/538377-IMG015x008-0.JPG,0,0,0,0.9858112335205078,0.01387942023575306,1.7136727592514947e-07,0.0003092606784775853,"[0, 0, 0]",0
train/538880-3-IMG016x010-3.JPG,3,0,3,2.2976079372405426e-11,0.00012260055518709123,1.1676315381237144e-07,0.9998772144317628,"[3, 0, 3]",3
train/543645_1-IMG009x028-2.JPG,2,2,2,3.473770099696183e-12,2.8483205127827205e-08,0.9999997615814208,1.6266623958927084e-07,"[2, 2, 2]",2
train/535957-IMG005x010-0.JPG,0,0,0,0.999472439289093,0.0004980709054507315,4.6191486191560224e-09,2.9492099201888777e-05,"[0, 0, 0]",0
train/535954-IMG009x008-0.JPG,1,0,0,0.9938083291053772,0.006111375521868467,2.1646235026651084e-08,8.029489981709048e-05,"[1, 0, 0]",0
train/541831-IMG025x014-2.JPG,2,2,2,1.2666331317134907e-09,7.075072261386595e-08,0.9999986886978148,1.2999387308809671e-06,"[2, 2, 2]",2
train/535953-IMG010x010-0.JPG,1,0,0,0.9619492292404176,0.03638014197349548,2.660963787093351e-07,0.0016704528825357554,"[1, 0, 0]",0
train/538898-IMG033x006-1.JPG,1,1,1,0.29801055788993835,0.5770121812820435,2.8741676942445338e-05,0.12494849413633348,"[1, 1, 1]",1
train/543645_1-IMG015x027-2.JPG,2,2,2,3.6090006538813672e-09,1.7504034985904584e-06,0.9999920129776,6.243491498025833e-06,"[2, 2, 2]",2
train/539364-IMG005x004-0.JPG,0,0,0,0.9999966621398926,2.9832833661203036e-06,1.8294982195854455e-09,3.0241011472753604e-07,"[0, 0, 0]",0
train/536749-IMG011x009-1.JPG,3,1,1,0.2242819964885712,0.7464182376861572,7.456419552909209e-05,0.02922523021697998,"[3, 1, 1]",1
train/540293_1-IMG015x032-2.JPG,2,2,2,1.7177209654661851e-10,6.923845035089471e-07,0.9999992847442628,5.285602355797892e-08,"[2, 2, 2]",2
train/538721-IMG007x008-1.JPG,1,1,1,0.00021678890334442255,0.998997151851654,5.492288437380921e-06,0.0007804631604813039,"[1, 1, 1]",1
train/539972_1-IMG010x006-1.JPG,1,1,1,0.00014123436994850638,0.8093780875205994,8.210844498535153e-06,0.19047251343727112,"[1, 1, 1]",1
train/539973_2-IMG005x006-2.JPG,2,2,2,1.353651145710212e-14,1.815323932841117e-11,1.0,1.0100823510938994e-09,"[2, 2, 2]",2
train/535990_2-IMG013x025-3.JPG,3,3,3,0.0007385775679722427,0.0013290796196088195,6.749541512363065e-07,0.9979317188262941,"[3, 3, 3]",3
train/537702-IMG009x016-0.JPG,0,0,0,0.999970316886902,3.2357224881707225e-06,4.798029595159958e-12,2.6401203285786327e-05,"[0, 0, 0]",0
train/537501-IMG010x009-0.JPG,0,1,0,0.9618161916732788,0.009294683113694193,0.00011884819105034695,0.028770217671990395,"[0, 1, 0]",0
train/541311_2-IMG005x025-3.JPG,3,3,3,0.01129263639450073,0.033620987087488174,0.7993906736373901,0.15569572150707245,"[3, 3, 3]",3
train/538842_2-IMG018x013-1.JPG,1,1,1,0.0029635203536599874,0.052710659801959985,0.9347832202911376,0.009542597457766531,"[1, 1, 1]",1
train/537723-IMG012x009-0.JPG,0,0,0,0.9993139505386353,0.00033375041675753886,0.00023232991225086158,0.000120007578516379,"[0, 0, 0]",0
train/535960-IMG013x006-0.JPG,1,0,0,0.9759342670440674,0.022733405232429504,0.0012120449682697654,0.00012023455929011106,"[1, 0, 0]",0
train/539973_2-IMG006x005-2.JPG,2,2,2,8.930253898142837e-06,0.018342874944210046,0.981575608253479,7.264937448780984e-05,"[2, 2, 2]",2
train/536707_1-IMG010x010-0.JPG,0,0,0,0.9964597821235656,0.0033762254752218728,1.7860219969634272e-09,0.00016398803563788533,"[0, 0, 0]",0
train/539972_2-IMG023x008-1.JPG,0,1,1,0.7531431913375854,0.2462978512048721,0.00044870653073303396,0.0001102359310607426,"[0, 1, 1]",1
train/539972_2-IMG024x013-1.JPG,0,1,1,0.5501872897148132,0.3982164859771729,0.05126875266432762,0.00032737350556999445,"[0, 1, 1]",1
train/538880-3-IMG028x052-3.JPG,3,0,3,4.398190145415982e-11,0.000277744751656428,1.242102712240012e-06,0.9997209906578064,"[3, 0, 3]",3
train/541500-IMG017x012-1.JPG,1,1,1,1.8031056242762133e-05,0.9990193843841552,0.0008689245441928506,9.365811274619772e-05,"[1, 1, 1]",1
train/537839_3-IMG005x013-3.JPG,3,1,3,0.02224278636276722,0.0010039923945441842,0.0005371331935748458,0.976216197013855,"[3, 1, 3]",3
train/535940-IMG015x026-2.JPG,2,2,2,9.381913514516784e-06,7.495609224861255e-06,0.9999829530715942,1.4564496098046223e-07,"[2, 2, 2]",2
train/538708-IMG006x085-1.JPG,1,3,1,0.460966020822525,0.5362496376037598,0.00019605019770096987,0.0025882676709443326,"[1, 3, 1]",1
train/538847-1-IMG003x012-1.JPG,1,1,1,0.94219571352005,0.054069537669420235,2.0927267030401706e-07,0.0037344484589993954,"[1, 1, 1]",1
train/539668_1-IMG018x007-1.JPG,1,1,1,8.665699169796426e-06,0.8639645576477051,0.0017510037869215012,0.13427579402923584,"[1, 1, 1]",1
train/538879-1-IMG032x019-3.JPG,3,0,3,0.7125948667526245,0.10328755527734756,0.010025348514318466,0.17409218847751615,"[3, 0, 3]",3
train/538880-3-IMG039x023-1.JPG,1,0,1,0.0008151396177709103,0.8819298148155212,0.00014245594502426684,0.11711259186267853,"[1, 0, 1]",1
train/543645_1-IMG024x011-3.JPG,3,3,3,2.8966829631826837e-05,0.977432131767273,1.455627852919861e-06,0.022537415847182274,"[3, 3, 3]",3
train/538844-1-IMG012x050-1.JPG,1,3,1,0.08243051916360855,0.8931837677955627,0.00021744919649790967,0.02416815049946308,"[1, 3, 1]",1
train/543645_1-IMG011x032-2.JPG,2,2,2,1.4378596403796797e-11,3.1489134926232514e-06,0.9999810457229614,1.5809400792932138e-05,"[2, 2, 2]",2
train/540293_1-IMG014x032-2.JPG,2,2,2,1.8861869648389984e-06,1.0838446087291231e-06,0.9997184872627258,0.000278540886938572,"[2, 2, 2]",2
train/535943_2-IMG010x015-0.JPG,0,0,0,0.961375057697296,0.038472756743431084,9.959945757032074e-09,0.00015218394401017576,"[0, 0, 0]",0
train/538880-3-IMG014x007-3.JPG,3,3,3,3.8719317529967157e-08,0.006522722542285918,4.08369396609487e-06,0.9934731125831604,"[3, 3, 3]",3
train/535954-IMG008x007-0.JPG,1,0,0,0.3677956759929657,0.6249924302101135,1.2506468465289802e-06,0.0072106276638805875,"[1, 0, 0]",0
train/537704-IMG024x008-0.JPG,0,1,0,0.9999964237213136,3.5410739656072114e-06,3.424376060490175e-11,5.9587492273749376e-08,"[0, 1, 0]",0
train/540293_1-IMG009x012-2.JPG,2,2,2,0.033404946327209466,0.01955319382250309,0.9469835758209229,5.821907689096406e-05,"[2, 2, 2]",2
train/538880-3-IMG023x013-1.JPG,1,0,1,0.012974207289516926,0.803482711315155,2.9041959237474657e-07,0.18354275822639465,"[1, 0, 1]",1
train/536706_1-IMG009x013-0.JPG,0,0,0,0.9316030740737916,0.06582994759082794,1.7025973875206546e-06,0.002565300790593028,"[0, 0, 0]",0
train/538844-1-IMG011x049-1.JPG,1,3,1,0.0003785857406910509,0.09807446599006653,0.0001876754686236381,0.9013592600822448,"[1, 3, 1]",1
